Features,Weight
diagnosis__HIERARCHY_6.6,0.73518706322744
diagnosis__HIERARCHY_10.3,0.04428179448747127
diagnosis__7295,0.18339777004202018
diagnosis__HIERARCHY_6.2,0.010024823083805368
diagnosis__28521,0.4214955861727754
diagnosis__41519,0.7144068656726851
diagnosis__71537,0.6412214894183103
diagnosis__42761,0.919237686409031
diagnosis__HIERARCHY_6.9,0.0450038524476567
diagnosis__71530,0.8186673376563948
diagnosis__V761,0.8219179107229178
diagnosis__HIERARCHY_10.2.2,0.561475415408261
diagnosis__HIERARCHY_8.1.1.2,0.4012073774115875
diagnosis__HIERARCHY_9.4.4,0.5727955562090885
diagnosis__5109,0.28264023740650746
diagnosis__71520,0.47551620079103296
diagnosis__HIERARCHY_9.4.1,0.7706882006455994
diagnosis__HIERARCHY_2.10.2,0.9621076886365292
diagnosis__HIERARCHY_10.1.3,0.5932628322232913
diagnosis__72291,0.22194235182563005
diagnosis__HIERARCHY_4.1.3,0.7799175992061521
diagnosis__72292,0.7843732784290486
diagnosis__5718,0.7126538532121499
diagnosis__V6751,0.30454230995130005
diagnosis__HIERARCHY_9.6.4.1,0.3547802467606136
diagnosis__78659,0.6825682488406392
diagnosis__HIERARCHY_6.2.3,0.2878532985517589
diagnosis__HIERARCHY_9.6,0.5818458627372071
diagnosis__HIERARCHY_16.1,0.42563301960319055
diagnosis__HIERARCHY_6.7.4,0.9338495400731343
diagnosis__HIERARCHY_6.7.5,0.9052035641167295
diagnosis__HIERARCHY_9.8.2.4,0.46178040417413935
diagnosis__HIERARCHY_6.7.3,0.2262932674323348
diagnosis__HIERARCHY_16.7,0.07932849951870324
diagnosis__HIERARCHY_6.7.1,0.05424899487152912
diagnosis__HIERARCHY_16.8,0.9621061921125826
diagnosis__83921,0.4971956086791953
diagnosis__HIERARCHY_2.9,0.056173026263321435
diagnosis__HIERARCHY_8.2.1,0.046354782858707755
diagnosis__HIERARCHY_5.8.2,0.1499561005579666
diagnosis__HIERARCHY_5,0.07623863002240161
diagnosis__HIERARCHY_4,0.058767803224445525
diagnosis__HIERARCHY_2,0.3507846426080433
diagnosis__11510,0.969216572124153
diagnosis__43310,0.5694506928238362
diagnosis__V1272,0.7176369061661485
diagnosis__HIERARCHY_13.2.2.2,0.4799776521410749
diagnosis__HIERARCHY_10.1.6,0.25851047699053087
diagnosis__HIERARCHY_7.1.2,0.7978825024701859
diagnosis__HIERARCHY_16.10.1,0.45516241223517295
diagnosis__72930,0.4071286663352758
diagnosis__HIERARCHY_9.7,0.5252217718744634
diagnosis__HIERARCHY_9.4,0.7416587697052265
diagnosis__HIERARCHY_9.5,0.16470599654708085
diagnosis__HIERARCHY_7.2.9.5,0.811430979856264
diagnosis__4161,0.6635480580807117
diagnosis__7201,0.15197912173634787
diagnosis__4928,0.20396664856468427
diagnosis__V103,0.02281461457643663
diagnosis__HIERARCHY_13.2.2.1,0.39185909046841294
diagnosis__4169,0.0862051460547879
diagnosis__HIERARCHY_9.9,0.6263107115088643
diagnosis__HIERARCHY_17.1.5,0.030657123733339176
diagnosis__HIERARCHY_12.4,0.48278406571384225
diagnosis__2859,0.8626565446750151
diagnosis__HIERARCHY_12.1,0.5604814406676083
diagnosis__3674,0.7927994762369349
diagnosis__HIERARCHY_4.1,0.9755984220207441
diagnosis__HIERARCHY_7.5.1,0.16922857519508894
diagnosis__72981,0.9890216525348403
diagnosis__HIERARCHY_7.5.1.2,0.6116450714398861
diagnosis__5932,0.21987196082057614
diagnosis__71691,0.7384223532599125
diagnosis__HIERARCHY_7.4.1.2,0.8464762877396084
diagnosis__2724,0.6534093718708924
diagnosis__25000,0.17138872195109678
diagnosis__HIERARCHY_16.10,0.9177603958558633
diagnosis__2721,0.16934625360053335
diagnosis__HIERARCHY_16.12,0.0045074451270279425
diagnosis__71698,0.75778206704629
diagnosis__HIERARCHY_7.3,0.6223344738321196
diagnosis__HIERARCHY_7.4,0.34955724241237296
diagnosis__71516,0.6669021072689327
diagnosis__78552,0.8714690599838171
diagnosis__5533,0.2702769962138333
diagnosis__436,0.17688504785918924
diagnosis__HIERARCHY_9.4.1.1,0.3579602055286425
diagnosis__71597,0.698150564200727
diagnosis__7233,0.0627778613238047
diagnosis__1889,0.32427577361158555
diagnosis__48289,0.995332278516983
diagnosis__78900,0.19102632831528166
diagnosis__HIERARCHY_2.9.1,0.31673263856882217
diagnosis__71511,0.4256366830395011
diagnosis__HIERARCHY_18,0.7915533976663722
diagnosis__72210,0.79075873862222
diagnosis__HIERARCHY_9.9.2,0.6038393285875477
diagnosis__3481,0.08969241697764219
diagnosis__4011,0.23952074532673873
diagnosis__7323,0.035388247674621676
diagnosis__HIERARCHY_2.10,0.38147965685904506
diagnosis__HIERARCHY_13.3.3.2,0.48614123645452656
diagnosis__HIERARCHY_16,0.5904163083595366
diagnosis__HIERARCHY_13.3.3.7,0.15334463467571613
diagnosis__HIERARCHY_6.9.1,0.08196461892625306
diagnosis__HIERARCHY_6.9.3,0.001096153189386273
diagnosis__25070,0.07480559956898292
diagnosis__7813,0.04334557326850952
diagnosis__HIERARCHY_3.8.1,0.42140274731333205
diagnosis__HIERARCHY_3.7,0.816055860673577
diagnosis__HIERARCHY_3.1,0.7564939355269005
diagnosis__HIERARCHY_3.11.2,0.0997830792485992
diagnosis__27800,0.31984144764843614
diagnosis__53081,0.2608950300664096
diagnosis__4148,0.8609810677791843
diagnosis__4142,0.5091615535697627
diagnosis__HIERARCHY_13.6.1,0.9146612414936557
diagnosis__HIERARCHY_3.1.2,0.19165423173974627
diagnosis__HIERARCHY_5.2,0.2544516530109202
diagnosis__25062,0.966101584794786
diagnosis__V4581,0.30152095419731184
diagnosis__78965,0.5975702568172366
diagnosis__HIERARCHY_12.2,0.875333640264616
diagnosis__HIERARCHY_7.2.2,0.8986582436599131
diagnosis__72887,0.388771786818346
diagnosis__4739,0.3276253592583873
diagnosis__72789,0.5966026390860065
diagnosis__5853,0.7979369680923346
diagnosis__1750,0.33870192601909666
diagnosis__V7189,0.23669765568397327
diagnosis__7890,0.9142236237211144
diagnosis__HIERARCHY_7.2.4.2,0.9690273820721002
diagnosis__HIERARCHY_9.4.3.1,0.26193477814457644
diagnosis__6850,0.7440758311519952
diagnosis__HIERARCHY_3.3.4,0.2354032672563683
diagnosis__HIERARCHY_7.2.2.1,0.44462617047539765
diagnosis__72768,0.3244958646224583
diagnosis__30000,0.044692723684243374
diagnosis__HIERARCHY_8.1.5,0.9104804673042723
diagnosis__40310,0.551947168015745
diagnosis__HIERARCHY_9.7.3,0.6151874633116277
diagnosis__HIERARCHY_8.3.1,0.8263591191443961
diagnosis__2761,0.46492249933027885
diagnosis__HIERARCHY_16.6,0.3057208086402621
diagnosis__4254,0.1440857446463325
diagnosis__2449,0.4326140957369704
diagnosis__V0189,0.2033994977987742
diagnosis__HIERARCHY_8.6,0.3041583790423985
diagnosis__51189,0.03461702379008602
diagnosis__V5339,0.8724271758443126
diagnosis__HIERARCHY_8.3.1.2,0.49356088657447794
diagnosis__4358,0.38977122644572104
diagnosis__4111,0.9327270674340993
diagnosis__70409,0.28365723525563324
diagnosis__5368,0.7507893524190076
diagnosis__7850,0.6615877157644094
diagnosis__6860,0.1568559049501781
diagnosis__4820,0.2990240773085959
diagnosis__8911,0.7758864987544295
diagnosis__HIERARCHY_8.5.1,0.6116111123802751
diagnosis__HIERARCHY_13.6,0.06804076505747458
diagnosis__44021,0.42301923372014016
diagnosis__71946,0.0939232183076989
diagnosis__HIERARCHY_7.4.1.1,0.22432184438703684
diagnosis__78833,0.12308507137570646
diagnosis__HIERARCHY_10.1.8,0.416728315527671
diagnosis__HIERARCHY_2.4,0.1083038623365955
diagnosis__HIERARCHY_9.4.3,0.9251303726128935
diagnosis__7359,0.9247555295250762
diagnosis__5951,0.40229609821164114
diagnosis__V7281,0.6722482534245441
diagnosis__5715,0.8823716897238502
diagnosis__43300,0.8473524659268706
diagnosis__HIERARCHY_9.8.2.1,0.8591951888599096
diagnosis__60090,0.7556900486790077
diagnosis__1101,0.2607146741893204
diagnosis__V1083,0.9671644225980508
diagnosis__49321,0.250982122492285
diagnosis__HIERARCHY_8.1.5.2,0.5644467085149503
diagnosis__HIERARCHY_16.6.2,0.9310337488436256
diagnosis__42789,0.2460755030630032
diagnosis__V5871,0.3096063858771889
diagnosis__HIERARCHY_7.2.9.7,0.8862584157416983
diagnosis__HIERARCHY_2.4.2,0.7465608587740471
diagnosis__2749,0.2944497853402239
diagnosis__V5883,0.5580927082124874
diagnosis__HIERARCHY_8.6.2,0.661444891124251
diagnosis__5160,0.5153099686661045
diagnosis__HIERARCHY_10.1.8.3,0.646191417007801
diagnosis__HIERARCHY_3.3.5,0.7478986273111938
diagnosis__2722,0.681194595255803
diagnosis__71510,0.7986283939418134
diagnosis__V7284,0.4430951042839719
diagnosis__1629,0.7231400164318137
diagnosis__HIERARCHY_7.3.4,0.4804432994345472
diagnosis__78093,0.4483875138443324
diagnosis__78901,0.7822714009507128
diagnosis__V583,0.28805955999126254
diagnosis__0419,0.7596868150869348
diagnosis__57420,0.9142836708219032
diagnosis__51883,0.8486637894860336
diagnosis__V133,0.25191027577045466
diagnosis__40391,0.2894855175152161
diagnosis__HIERARCHY_10.1.4.3,0.4231515256323638
diagnosis__79021,0.48340930872033894
diagnosis__HIERARCHY_3.1.1,0.054465247368363
diagnosis__78650,0.9428812261352864
diagnosis__78001,0.625965455897057
diagnosis__HIERARCHY_8.2.4,0.9889894390260537
diagnosis__78967,0.1146043124820767
diagnosis__HIERARCHY_7.2.7,0.5059833110178392
diagnosis__7041,0.5051845273217213
diagnosis__5990,0.08082409869205598
diagnosis__HIERARCHY_4.1.3.1,0.6985512019497335
diagnosis__4800,0.10015953979191838
diagnosis__HIERARCHY_8.3.2,0.5990979003464826
diagnosis__V665,0.7659463673543437
diagnosis__V068,0.9952847082370897
diagnosis__24281,0.9299836008353599
diagnosis__78609,0.136445732256267
diagnosis__2808,0.8199838069483876
diagnosis__7851,0.0015758162464468706
diagnosis__4940,0.30356728926231935
diagnosis__HIERARCHY_8.5.2,0.34171071183144475
diagnosis__71941,0.09666068378087767
diagnosis__HIERARCHY_10.1.7.2,0.9043258829126181
diagnosis__HIERARCHY_8.1.1.4,0.8207857184474513
diagnosis__7845,0.36504919688698667
diagnosis__5181,0.1390903281433601
diagnosis__HIERARCHY_8.3.2.3,0.9295606650057561
diagnosis__V5875,0.136048270162058
diagnosis__4293,0.7469551283601771
diagnosis__2949,0.6986782960964137
diagnosis__2948,0.9585753528879394
diagnosis__37302,0.9122710152319952
diagnosis__5194,0.9123736904166668
diagnosis__49392,0.6702945600134315
diagnosis__43391,0.6642203729741876
diagnosis__HIERARCHY_10.1.8.2,0.0661947576112285
diagnosis__78829,0.14051249724323056
diagnosis__78821,0.9047617021590076
diagnosis__HIERARCHY_10.1.7,0.12509327928443115
diagnosis__7823,0.878985650769664
diagnosis__4918,0.8334959780806749
diagnosis__51882,0.21058390906244429
diagnosis__79431,0.14044946058387975
diagnosis__3320,0.7572884256800647
diagnosis__79902,0.4860489461236047
diagnosis__7226,0.3137556778731265
diagnosis__4264,0.8195652657984722
diagnosis__HIERARCHY_16.2.5.1,0.9051550798133108
diagnosis__V5811,0.489687095995617
diagnosis__HIERARCHY_16.2.3.3,0.7752816875500224
diagnosis__HIERARCHY_5.5,0.31436216897852787
diagnosis__7801,0.6950775820124997
diagnosis__7802,0.550722484081595
diagnosis__HIERARCHY_7.4.4.2,0.5212905230045117
diagnosis__42843,0.1378936851238054
diagnosis__7963,0.5715284005629365
diagnosis__4402,0.7065200477532378
diagnosis__42610,0.32686273058524906
diagnosis__HIERARCHY_7.4.4,0.4533381980087766
diagnosis__HIERARCHY_3.3.7,0.7109307694494971
diagnosis__V4977,0.7607304492616062
diagnosis__36201,0.07631329172599943
diagnosis__HIERARCHY_9.4.2.3,0.9300796489794273
diagnosis__3579,0.8107939684618586
diagnosis__7242,0.11307708758712132
diagnosis__V6701,0.9224001886621285
diagnosis__7012,0.46503221403420203
diagnosis__71513,0.4601500287517859
diagnosis__5131,0.48938894916761366
diagnosis__5960,0.8063302735204948
diagnosis__V474,0.6347103637009116
diagnosis__7862,0.47432917214837966
diagnosis__HIERARCHY_6.4.1,0.3707661755482148
diagnosis__HIERARCHY_2.15.2,0.2904572702595276
diagnosis__4143,0.22431394765974189
diagnosis__44020,0.5780473816427305
diagnosis__29020,0.24058425611814882
diagnosis__HIERARCHY_7.2.8.2,0.019639432270205925
diagnosis__HIERARCHY_7.2.8.1,0.36124720997226
diagnosis__34510,0.5234780271981584
diagnosis__70402,0.6322313495678025
diagnosis__HIERARCHY_2.8,0.7265156305771909
diagnosis__78601,0.7497334065895643
diagnosis__72742,0.8221734490442011
diagnosis__2809,0.008940890404832147
diagnosis__4430,0.3371012333969369
diagnosis__V1046,0.2863423903929271
diagnosis__7011,0.5280308076198817
diagnosis__HIERARCHY_2.8.1,0.7939148230322051
diagnosis__HIERARCHY_16.2.3,0.8520189756781484
diagnosis__HIERARCHY_16.2.5,0.8657276181900339
diagnosis__78009,0.44579785577627296
diagnosis__734,0.0714110071281443
diagnosis__HIERARCHY_9.10,0.16596069118834
diagnosis__HIERARCHY_6.4,0.6351810828084765
diagnosis__HIERARCHY_10.2.3,0.8227374998944732
diagnosis__6801,0.08546084971937995
diagnosis__HIERARCHY_8.1.1.3,0.6312809537359572
diagnosis__HIERARCHY_9.4.2,0.7065302672774101
diagnosis__3079,0.04970225773233361
diagnosis__V0179,0.3156973175565585
diagnosis__5180,0.3172395769375591
diagnosis__HIERARCHY_6.2.1,0.3140124486878283
diagnosis__HIERARCHY_9.10.4,0.8242950595725895
diagnosis__HIERARCHY_16.2,0.7004846133351265
diagnosis__78079,0.6488912424498327
diagnosis__7931,0.6698056514762832
diagnosis__HIERARCHY_5.5.1,0.011571016834375336
diagnosis__HIERARCHY_14.4,0.6352367922423936
diagnosis__7806,0.08797350886128974
diagnosis__HIERARCHY_17.1.1,0.8166152601558045
diagnosis__HIERARCHY_17.1.2,0.2781581718611811
diagnosis__HIERARCHY_2.15,0.6859415401355307
diagnosis__HIERARCHY_8.6.1,0.4290304276015079
diagnosis__HIERARCHY_17.1.8,0.1795477767009449
diagnosis__71690,0.8239904368497891
diagnosis__HIERARCHY_5.9,0.6130218101171141
diagnosis__78820,0.34975448734730696
diagnosis__34540,0.4905256285537756
diagnosis__71595,0.42405584416140074
diagnosis__486,0.7808626453374294
diagnosis__2330,0.5788015221679091
diagnosis__HIERARCHY_10.1.7.1,0.5901037262541912
diagnosis__2334,0.6001656753539774
diagnosis__V860,0.846314428945521
diagnosis__7062,0.04562892811684072
diagnosis__25082,0.09829931898942601
diagnosis__HIERARCHY_13.3.3.3,0.830983315478826
diagnosis__51889,0.42159389474014286
diagnosis__HIERARCHY_14,0.4406647240405128
diagnosis__51881,0.019087394440318928
diagnosis__40200,0.5760158841515297
diagnosis__78607,0.6796048067540363
diagnosis__42832,0.763120374055538
diagnosis__V7643,0.9931945874768147
diagnosis__HIERARCHY_6.5,0.9581350184941789
diagnosis__V7231,0.4763833853322814
diagnosis__24901,0.19976439599105167
diagnosis__78863,0.8532327380344212
diagnosis__7866,0.552077123158584
diagnosis__4110,0.05477432210720046
diagnosis__78907,0.7043603191236862
diagnosis__7906,0.7877674828596402
diagnosis__V5869,0.07126819122806849
diagnosis__HIERARCHY_6.5.1,0.6460698467856013
diagnosis__V828,0.9318842740539822
diagnosis__24911,0.05518184035243778
diagnosis__HIERARCHY_7.3.1.1,0.5076186164767129
diagnosis__71589,0.028735204956130134
diagnosis__HIERARCHY_1.2.1,0.1410707644628877
diagnosis__HIERARCHY_9.5.3.1,0.8118052639928539
diagnosis__25060,0.008640495466590958
diagnosis__HIERARCHY_14.5.26,0.061007023537819394
diagnosis__73301,0.45118440823439776
diagnosis__71504,0.8227842621113457
diagnosis__2390,0.15577078343578143
diagnosis__29043,0.2435800099895541
diagnosis__53540,0.4422705089635637
diagnosis__1120,0.5817935646513307
diagnosis__36251,0.5853271370625349
diagnosis__7030,0.19863120866890638
diagnosis__4659,0.8986934593466217
diagnosis__HIERARCHY_12.3.2,0.8542221567136331
diagnosis__2766,0.19417531130223198
diagnosis__40211,0.20289797948793198
diagnosis__HIERARCHY_9.5.3,0.5566042040964009
diagnosis__29383,0.11960353139796454
diagnosis__78052,0.08241025785410783
diagnosis__70400,0.7161600615835207
diagnosis__70715,0.38135324141508253
diagnosis__7910,0.5092842330907582
diagnosis__11509,0.33151850248860093
diagnosis__4321,0.4481028726100721
diagnosis__7289,0.7018386325393723
diagnosis__HIERARCHY_8.1.5.1,0.9188906781831543
diagnosis__7213,0.5028487203599636
diagnosis__1102,0.3250474229861796
diagnosis__70219,0.7092724610904554
diagnosis__29411,0.742698034674386
diagnosis__29410,0.13523470358780176
diagnosis__HIERARCHY_13.3.1,0.4117588395026599
diagnosis__2940,0.15229414314792356
diagnosis__72283,0.7419705868399149
diagnosis__HIERARCHY_14.5,0.25112971841065
diagnosis__HIERARCHY_17.1.9,0.9500009408583827
diagnosis__HIERARCHY_9.4.3.2,0.26260180794140864
diagnosis__1172,0.650615720691571
diagnosis__6869,0.513051359944703
diagnosis__3540,0.4317492718983421
diagnosis__HIERARCHY_2.14,0.34433603197589824
diagnosis__HIERARCHY_6.9.2,0.4707782706566125
diagnosis__V5391,0.8527826008224172
diagnosis__HIERARCHY_5.14,0.4314919219637898
diagnosis__HIERARCHY_5.15,0.284828719073012
diagnosis__4474,0.8577467775022661
diagnosis__V533,0.9746188185979757
diagnosis__78651,0.15873493141763484
diagnosis__HIERARCHY_7.2.9.6,0.27295807142105133
diagnosis__HIERARCHY_7.2.3,0.6612092828497667
diagnosis__78602,0.09859801446899707
diagnosis__41091,0.9346195590218124
diagnosis__41090,0.7116188117809328
diagnosis__HIERARCHY_7.4.4.1,0.4183966546545995
diagnosis__36616,0.4502926543630207
diagnosis__42611,0.40986170653544507
diagnosis__5859,0.985270642850326
diagnosis__HIERARCHY_4.1.3.2,0.177717797925101
diagnosis__7876,0.20358882891235575
diagnosis__HIERARCHY_1.1.2.2,0.8389952577370365
diagnosis__HIERARCHY_3.8.4,0.0698353637215351
diagnosis__HIERARCHY_1.1.2.6,0.2620883647731007
diagnosis__71699,0.5026689169426922
diagnosis__5849,0.7649239189691945
diagnosis__2768,0.3630380172507438
diagnosis__4359,0.28608471399582325
diagnosis__36504,0.6110241582976345
diagnosis__HIERARCHY_5.14.2,0.9751935827414879
diagnosis__27650,0.9004786456468058
diagnosis__4292,0.36738471676410356
diagnosis__78702,0.1966707854933022
diagnosis__1539,0.6373827505613497
diagnosis__4260,0.9359243385861107
diagnosis__HIERARCHY_17.2.2,0.7125775906516685
diagnosis__4269,0.8834501379348093
diagnosis__7099,0.23937744258017035
diagnosis__60011,0.4276155504438559
diagnosis__78899,0.11637348303906547
diagnosis__99591,0.4832412511782844
diagnosis__4401,0.49404612162262895
diagnosis__HIERARCHY_2.1,0.2150738830683302
